CloudFraction,Latitude,Longitude,ScanTime
100.000000,-3.230470,-60.627785,1431071054
81.478889,-3.211910,-60.635513,1407614614
0.000000,0.000000,0.000000,0
65.143631,-3.206550,-60.590351,1400613580
0.000000,-3.235559,-60.613277,1411889448
100.000000,-3.270201,-60.650364,1424636570
0.000000,-3.229850,-60.623909,1435218109
0.000000,0.000000,0.000000,0
51.900394,-3.192372,-60.592579,1439753842
100.000000,-3.219874,-60.591011,1445283477
100.000000,-3.252454,-60.577057,1386490086
0.000000,0.000000,0.000000,0
100.000015,-3.177446,-60.615891,1430293953
99.999992,-3.206271,-60.579872,1386573031
99.999992,-3.182822,-60.694199,1398409469
53.392246,-3.194487,-60.659111,1431504165
100.000000,-3.173227,-60.497177,1412972100
0.000000,0.000000,0.000000,0
100.000008,-3.239727,-60.595505,1389165965
42.816570,-3.246255,-60.643143,1386878563
99.999992,-3.223874,-60.595192,1442302100
100.000008,-3.194208,-60.628872,1436428572
41.571815,-3.204918,-60.458492,1386706628
0.000000,0.000000,0.000000,0
82.931282,-3.208485,-60.586720,1447876142
15.604349,-3.244783,-60.589584,1406920415
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
98.036163,-3.255826,-60.644630,1428433708
96.065010,-3.184262,-60.611404,1392580227
4.062791,-3.181917,-60.677078,1401779567
0.000000,0.000000,0.000000,0
99.999992,-2.613439,-60.529526,1439537279
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
76.121902,-3.208719,-60.622303,1448048332
0.000000,0.000000,0.000000,0
55.945389,-3.189262,-60.564297,1407137037
0.000000,-1.330770,-60.340977,1402212732
