1475638415.2432294,925.88,0.6659999999999999,294.9,294.95
1475638418.7163196,925.84,0.6609999999999999,294.89,294.95
1475638422.1855435,925.9,0.6609999999999999,294.88,294.95
1475638935.2495217,925.93,0.6609999999999999,294.87,294.95
1475638938.719536,925.91,0.6609999999999999,294.86,294.95
1475638942.1926079,925.9,0.6609999999999999,294.85,294.95
1475638945.665673,925.92,0.6609999999999999,294.86,294.95
1475638949.1388774,925.91,0.6609999999999999,294.85,294.95
1475638952.6119487,925.85,0.66,294.82,294.95
1475638956.085025,925.93,0.6609999999999999,294.82,294.95
1475638959.5583405,925.97,0.6609999999999999,294.82,294.95
1475638963.0314133,925.91,0.662,294.82,294.95
1475638966.5007353,925.9,0.662,294.82,294.95
1475638969.9738052,925.92,0.662,294.82,294.95
1475638973.4431145,925.89,0.662,294.8,294.95
1475638976.912438,925.89,0.662,294.82,294.95
1475638980.3855076,925.88,0.6609999999999999,294.81,294.95
1475638983.8590279,925.86,0.6609999999999999,294.81,294.95
1475638987.3325298,925.9,0.6609999999999999,294.83,294.95
1475638990.8055964,925.87,0.662,294.81,294.95
1475638994.278925,925.92,0.662,294.82,294.95
1475638997.7519898,925.93,0.662,294.83,294.95
1475639001.2250664,925.88,0.6629999999999999,294.82,294.95
1475639004.6983945,925.9,0.662,294.83,294.95
1475639008.1714556,925.89,0.662,294.8,294.95
1475639011.6407833,925.89,0.662,294.79,294.95
1475639015.1138575,925.96,0.6629999999999999,294.79,294.95
1475639018.5869243,925.89,0.6629999999999999,294.77,294.95
1475639022.0562484,925.96,0.6629999999999999,294.79,294.95
1475639025.5294468,925.93,0.6629999999999999,294.76,294.95
1475639028.9987624,925.91,0.6629999999999999,294.77,294.95
1475639032.471841,925.92,0.6629999999999999,294.79,294.95
1475639035.9411588,925.9,0.662,294.79,294.95
1475639039.4104788,925.92,0.662,294.79,294.95
1475639042.8835523,925.9,0.6609999999999999,294.79,294.95
1475639046.3528707,925.86,0.6609999999999999,294.79,294.95
1475639049.8259416,925.83,0.6609999999999999,294.79,294.95
1475639053.2992628,925.94,0.6609999999999999,294.8,294.95
1475639056.7685895,925.88,0.6609999999999999,294.81,294.95
1475639060.2379084,925.91,0.66,294.82,294.95
1475639063.7109835,925.92,0.6609999999999999,294.83,294.95
1475639067.180306,925.93,0.66,294.82,294.95
1475639070.6533773,925.85,0.66,294.79,294.95
1475639074.1227047,925.89,0.6609999999999999,294.79,294.95
1475639077.595783,925.86,0.6609999999999999,294.79,294.95
1475639081.0689785,925.88,0.6609999999999999,294.78,294.95
1475639084.5420506,925.89,0.662,294.76,294.95
1475639088.011386,925.84,0.662,294.76,294.95
1475639091.4844434,925.88,0.662,294.76,294.95
1475639094.9575338,925.87,0.6629999999999999,294.76,294.95
1475639098.4268343,925.89,0.6629999999999999,294.77,294.95
1475639101.8961558,925.92,0.6629999999999999,294.77,294.95
1475639105.36948,925.92,0.6629999999999999,294.79,294.95
1475639108.842552,925.9,0.662,294.79,294.95
1475639112.3156202,925.87,0.6629999999999999,294.78,294.95
1475639115.7851932,925.95,0.6629999999999999,294.78,294.95
1475639119.2585185,925.95,0.6629999999999999,294.78,294.95
1475639122.7315884,925.87,0.6629999999999999,294.77,294.95
1475639126.2009113,925.87,0.6629999999999999,294.74,294.95
1475639129.6700287,925.92,0.664,294.76,294.95
1475639133.1388073,925.9,0.664,294.74,294.95
1475639136.6081223,925.85,0.664,294.74,294.95
1475639140.0775325,925.84,0.6629999999999999,294.74,294.95
1475639143.5506306,925.85,0.6629999999999999,294.74,294.95
1475639147.0199518,925.88,0.664,294.75,294.95
1475639150.493027,925.94,0.664,294.76,294.95
1475639153.962345,925.88,0.6629999999999999,294.74,294.95
1475639157.4354162,925.89,0.6629999999999999,294.76,294.95
1475639160.9087415,925.88,0.6629999999999999,294.74,294.95
1475639164.3818114,925.83,0.6629999999999999,294.72,294.95
1475639167.8511364,925.91,0.6629999999999999,294.74,294.95
1475639171.3204572,925.88,0.664,294.74,294.95
1475639174.793527,925.88,0.664,294.74,294.95
1475639178.262849,925.83,0.664,294.74,294.95
1475639181.7321692,925.92,0.664,294.73,294.95
1475639185.2052622,925.91,0.6629999999999999,294.72,294.95
1475639188.6784408,925.83,0.6629999999999999,294.72,294.95
1475639192.1515095,925.83,0.6629999999999999,294.69,294.95
1475639195.6208327,925.81,0.662,294.67,294.95
1475639199.0901525,925.89,0.6609999999999999,294.66,294.95
1475639202.5632231,925.84,0.6609999999999999,294.62,294.95
1475639206.032541,925.86,0.662,294.61,294.95
1475639209.5056186,925.9,0.662,294.59,294.95
1475639212.9789438,925.84,0.662,294.58,294.95
1475639216.4482718,925.84,0.662,294.57,294.95
1475639219.9213417,925.87,0.662,294.58,294.95
1475639223.3906605,925.85,0.662,294.6,294.95
1475639226.863725,925.88,0.662,294.62,294.95
1475639230.3330467,925.82,0.662,294.61,294.95
1475639233.8061202,925.96,0.662,294.63,294.95
1475639237.2755713,925.89,0.662,294.62,294.95
1475639240.748835,925.85,0.662,294.63,294.95
1475639244.2219083,925.9,0.662,294.63,294.95
1475639247.6912305,925.87,0.662,294.64,294.95
1475639251.1642318,925.88,0.6609999999999999,294.64,294.95
1475639254.6336207,925.9,0.6609999999999999,294.66,294.95
1475639258.1066937,925.85,0.6609999999999999,294.64,294.95
1475639261.5799463,925.85,0.6609999999999999,294.66,294.95
1475639265.0531466,925.87,0.662,294.64,294.95
1475639268.5224617,925.9,0.662,294.65,294.95
1475639271.9955356,925.94,0.6629999999999999,294.63,294.95
