data,nome,tipo,valor
2015-11-23,Repasse,Repasse Atlética,-2576.96
2015-11-23,Papelaria,Compras,-30.0
2015-11-23,Ultrafarma,Compras,-131.7
2015-11-24,Revirada Feminista,Doação,-200.0
2015-11-24,Erica (2 dias + VT),Diaristas,-164.0
2015-11-24,Conta de Luz,Conta de Luz,-373.77
2015-11-25,Xerox,Aluguel,1448.0
2015-11-27,Segurança Festa,Eventos,-300.0
2015-11-27,Camiseta,Vendas,20.0
2015-11-27,Vanusa (2 dias + VT),Diaristas,-170.0
2015-11-27,Limpeza Festa,Eventos,-220.0
2015-12-02,Material Limpeza,Material de Limpeza,-253.0
2015-12-02,GPS,JB Contabilidade,-397.85
2015-12-02,JB Contabilidade,JB Contabilidade,-394.0
2015-12-02,JB Contabilidade,JB Contabilidade,-394.0
2015-12-02,2º parcela do 13º salário,Funcionário-Marivalda,-466.76
2015-12-02,FGTS,JB Contabilidade,-113.36
2015-12-02,DARF,JB Contabilidade,-11.11
2015-12-02,Salário,Funcionário-Marivalda,-980.53
2015-12-04,Camiseta,Vendas,20.0
2015-12-04,Repasse (Outubro/Novembro),Repasse Cherateria,-550.0
2015-12-08,Moletom,Vendas,100.0
2015-12-08,Futsal (REPASSE),Outras despesas,-443.0
2015-12-08,Caneca + Chaveiro,Vendas,10.0
2015-12-08,2 Canecas,Vendas,10.0
2015-12-08,Moletom,Vendas,100.0
2015-12-09,Erica (4 dias + VT),Diaristas,-328.0
2015-12-11,Vanusa (2 dias + VT),Diaristas,-170.0
2015-12-15,Erica (2 dias + VT),Diaristas,-164.0
2015-12-16,Moletom,Vendas,100.0
2015-12-16,Moletom,Vendas,100.0
2015-12-16,Lanchonete,Aluguel,4300.0
2015-12-17,JB Contabilidade - Janeiro 2016,JB Contabilidade,-394.0
2015-12-17,Material Limpeza,Material de Limpeza,-210.6
2015-12-17,Salário de Janeiro 2016,Funcionário-Marivalda,-1531.43
2015-12-17,GPS - Janeiro 2016,JB Contabilidade,-397.85
2015-12-17,DARF - Janeiro 2016,JB Contabilidade,-22.23
2015-12-17,FGTS - Janeiro 2016,JB Contabilidade,-133.35
2015-12-18,Vanusa (2 dias + VT),Diaristas,-170.0
2015-12-18,Conta de Luz,Conta de Luz,-371.12
2016-01-07,Livraria,Aluguel,1100.0
2016-01-14,Lanchonete,Aluguel,4300.0
2016-01-15,Locomoção para aquisição de equipamento,Outras despesas,-18.5
2016-01-15,Estante (Almoxarifado),Compras,-299.88
2016-01-19,Marinalva (2 dias+ VT),Diaristas,-170.0
2016-01-19,Vale,Funcionário-Marivalda,-500.0
2016-01-26,Porta (Almoxarifado),Compras,-720.0
2016-01-26,Caneca (Kit bixo),Compras,-416.6
2016-01-26,Chaveiro (Kit bixo),Compras,-400.0
2016-01-28,Glitter (bixo),Compras,-68.0
2016-01-28,Tintas guache (bixo),Compras,-66.2
2016-01-28,Vanusa (2 dias + VT),Diaristas,-170.0
2016-01-28,Boleto Uol (ANUAL),Manutenção do Site,-175.0
2016-02-01,2 Camisetas,Vendas,40.0
2016-02-01,Repasse (Dezembro 2015),Repasse Atlética,-2000.0
2016-02-02,2 Camisetas,Vendas,40.0
2016-02-02,Camiseta,Vendas,20.0
2016-02-02,6 Chaveiros,Vendas,30.0
2016-02-02,Repasse (Dezembro 2015),Repasse Atlética,-790.0
2016-02-03,GPS,JB Contabilidade,-397.85
2016-02-03,Raquete (mosquito),Compras,-40.0
2016-02-03,Repelente ,Compras,-23.59
2016-02-03,DARF,JB Contabilidade,-11.11
2016-02-03,JB Contabilidade,JB Contabilidade,-440.0
2016-02-03,Camiseta,Vendas,20.0
2016-02-03,Caneca,Vendas,5.0
2016-02-03,FGTS,JB Contabilidade,-88.9
2016-02-03,Futebol de Sabão Festa dos bixos(ADIANTAMENTO),Eventos,-190.0
2016-02-03,Salário,Funcionário-Marivalda,-1040.0
2016-02-03,3 Canecas,Vendas,15.0
2016-02-03,2 Camisetas,Vendas,40.0
2016-02-03,Camiseta,Vendas,20.0
2016-02-04,Crafit,Compras,-47.9
2016-02-04,Vanusa (2 dias + VT),Diaristas,-170.0
2016-02-04,2 Chaveiros,Vendas,10.0
2016-02-04,6 Canetas,Vendas,12.0
2016-02-04,4 Canecas,Vendas,20.0
2016-02-04,Lanchonete,Aluguel,4300.0
2016-02-04,3 Sacolas,Vendas,21.0
2016-02-04,Camiseta (cartão),Vendas,20.0
2016-02-05,Tesoura (kalunga),Compras,-33.1
2016-02-10,Livraria,Aluguel,1100.0
2016-02-11,Material Limpeza,Material de Limpeza,-266.7
2016-02-11,Comidas e bebidas,Compras,-981.94
2016-02-11,Vendas matricula bixo ,Vendas,1557.0
2016-02-11,Futebol de Sabão (RESTANTE),Eventos,-300.0
2016-02-11,Vendas matricula bixo (cartão),Vendas,1130.0
2016-02-12,Vendas,Vendas,140.0
2016-02-12,Vendas (cartão),Vendas,55.0
2016-02-12,Vanusa (2 dias + VT),Diaristas,-170.0
2016-02-15,Kit bixo,Vendas,35.0
2016-02-16,Aparelho de telefone,Compras,-110.0
2016-02-17,Extintores,Compras,-160.0
2016-02-17,Adriana (2 dias + VT),Diaristas,-165.2
2016-02-17,Banheiro Quimico,Eventos,-520.0
2016-02-17,Site Cefisma (trimestral),Manutenção do Site,-210.0
2016-02-17,Kit bixo,Vendas,35.0
2016-02-18,Aluguel microfone,Vendas,40.0
2016-02-19,Vanusa (2 dias + VT),Diaristas,-170.0
2016-02-19,Kit bixo + moletom,Vendas,135.0
2016-02-19,Vale,Funcionário-Marivalda,-500.0
2016-02-22,Camiseta,Vendas,20.0
2016-02-22,Kit bixo,Vendas,35.0
2016-02-22,Kit bixo,Vendas,35.0
2016-02-22,Ban-aid,Compras,-19.13
2016-02-23,Bolachas (festa),Compras,-12.47
2016-02-23,Adriana (2 dias + VT),Diaristas,-165.2
2016-02-23,Repasse (Janeiro/Fevereiro),Repasse Cherateria,-500.0
2016-02-23,Relógio de parede,Compras,-39.9
2016-02-23,Kit bixo,Vendas,35.0
2016-02-23,Conta de Luz,Conta de Luz,-22.55
2016-02-25,Kit bixo,Vendas,35.0
2016-02-25,Moletom,Vendas,100.0
2016-02-25,Camiseta,Vendas,20.0
2016-02-25,Camiseta,Vendas,20.0
2016-02-25,Vanusa (2 dias + VT),Diaristas,-170.0
2016-02-26,Kit bixo,Vendas,35.0
2016-02-26,Xerox (Ref. DEZEMBRO DE 2015),Aluguel,1010.0
2016-02-26,Termometro,Compras,-14.901
2016-02-29,Fiação eletrica,Compras,-750.0
2016-02-29,Kit bixo,Vendas,35.0
2016-03-02,Adriana (2 dias + VT),Diaristas,-165.2
2016-03-02,Salário,Funcionário-Marivalda,-1090.0
2016-03-02,Moletom (cartão),Vendas,100.0
2016-03-02,Aluguel microfone,Vendas,50.0
2016-03-02,DARF,JB Contabilidade,-11.11
2016-03-02,Aluguel caixa de som,Vendas,40.0
2016-03-02,FGTS,JB Contabilidade,-88.9
2016-03-02,Caneca,Vendas,5.0
2016-03-02,GPS,JB Contabilidade,-397.85
2016-03-02,JB Contabilidade,JB Contabilidade,-440.0
2016-03-03,Caneca,Vendas,5.0
2016-03-03,Material Limpeza,Material de Limpeza,-443.8
2016-03-04,Dobradiça (armário),Compras,-28.2
2016-03-04,Vanusa (2 dias + VT),Diaristas,-170.0
2016-03-07,Camiseta,Vendas,20.0
2016-03-07,Livraria,Aluguel,1100.0
2016-03-08,Camiseta,Vendas,20.0
2016-03-08,Adriana (2 dias + VT),Diaristas,-165.2
2016-03-10,Camiseta,Vendas,20.0
2016-03-10,Moletom (cartão),Vendas,100.0
2016-03-10,Camiseta,Vendas,20.0
2016-03-11,Vanusa (2 dias + VT),Diaristas,-170.0
2016-03-11,Fita adsiva,Compras,-14.0
2016-03-14,Kit bixo (catão),Vendas,35.0
2016-03-14,Lanchonete,Aluguel,7300.0
2016-03-16,Lanchonete (Restante),Aluguel,200.0
2016-03-16,Adriana (2 dias + VT),Diaristas,-165.2
2016-03-16,Repasse (Março),Repasse Cherateria,-250.0
2016-03-17,Aluguel caixa de som,Vendas,100.0
2016-03-18,Vale,Funcionário-Marivalda,-600.0
2016-03-18,Vanusa (2 dias + VT),Diaristas,-170.0
2016-03-22,Adriana (2 dias + VT),Diaristas,-165.2
2016-03-22,Piso sala de TV,Compras,-716.8
2016-03-22,Locomoção para aquisição de equipamento,Outras despesas,-40.0
2016-03-24,Mosaico Azuleijos,Compras,-215.3
2016-03-24,Vanusa (2 dias + VT),Diaristas,-170.0
2016-03-28,2 Camisetas,Vendas,40.0
2016-03-28,2 Camisetas,Vendas,40.0
2016-03-29,Adriana (2 dias + VT),Diaristas,-165.2
2016-03-29,Caneca,Vendas,5.0
2016-04-01,Salário,Funcionário-Marivalda,-940.0
2016-04-01,Xerox (Ref.JANEIRO),Aluguel,1000.0
2016-04-01,Ultrafarma,Compras,-200.49
2016-04-01,Vanusa (2 dias + VT),Diaristas,-170.0
2016-04-04,DARF,JB Contabilidade,-11.11
2016-04-04,Adriana (2 dias + VT),Diaristas,-165.2
2016-04-04,GPS,JB Contabilidade,-397.85
2016-04-04,JB Contabilidade,JB Contabilidade,-440.0
2016-04-04,FGTS,JB Contabilidade,-88.9
2016-04-07,Livraria,Aluguel,1100.0
2016-04-07,Lanchonete,Aluguel,7500.0
2016-04-08,Vanusa (2 dias + VT),Diaristas,-170.0
2016-04-08,Material Limpeza,Material de Limpeza,-510.8
2016-04-08,Xerox (Ref.FEVEREIRO),Aluguel,1000.0
2016-04-11,Caneca,Vendas,5.0
2016-04-11,2 Camisetas,Vendas,40.0
2016-04-11,2 Moletons + 2 camisetas,Vendas,240.0
2016-04-11,2 Moletons + 3 camisetas,Vendas,260.0
2016-04-12,Adriana (2 dias + VT),Diaristas,-165.2
2016-04-12,Camiseta (cartão),Vendas,20.0
2016-04-12,2 Camisetas + chaveiro + caneca,Vendas,50.0
2016-04-13,Vale,Funcionário-Marivalda,-500.0
2016-04-15,Vanusa (2 dias + VT),Diaristas,-170.0
2016-04-15,Aluguel 2 microfones,Vendas,20.0
2016-04-18,Pastas de arquivos(kalunga),Compras,-73.8
2016-04-19,Adriana (2 dias + VT),Diaristas,-165.2
2016-04-20,Arquivo morto (documentos),Compras,-389.99
2016-04-20,Repasse (Abril),Repasse Cherateria,-250.0
2016-04-20,Vanusa (1 dia + VT),Diaristas,-85.0
2016-04-26,Conta de Luz (Outubro de 2013),Conta de Luz,-347.62
2016-04-26,Adriana (2 dias + VT),Diaristas,-165.2
2016-04-26,Conta de Luz,Conta de Luz,-27.47
2016-04-27,Sacos Arquivos (kalunga),Compras,-45.5
2016-04-27,Frete Arquivo,Compras,-30.0
2016-04-28,Site Cefisma (trimestral),Manutenção do Site,-210.0
2016-04-29,Moletom,Vendas,100.0
2016-04-29,Moletom (cartão),Vendas,100.0
2016-04-29,Vanusa (3 dias + VT),Diaristas,-255.0
2016-05-02,Repasse (Janeiro/Fevereiro),Repasse Atlética,-5450.0
2016-05-02,GPS,JB Contabilidade,-397.85
2016-05-02,DARF,JB Contabilidade,-11.11
2016-05-02,JB Contabilidade,JB Contabilidade,-440.0
2016-05-02,Salário,Funcionário-Marivalda,-1037.83
2016-05-02,FGTS,JB Contabilidade,-88.9
2016-05-03,Adriana (2 dias + VT),Diaristas,-165.2
2016-05-03,Material Limpeza,Material de Limpeza,-454.9
2016-05-04,Moletom,Vendas,100.0
2016-05-04,Camiseta (cartão),Vendas,20.0
2016-05-04,Moletom,Vendas,100.0
2016-05-04,Aluguel Sitio (TIFE) Adiantamento,Outras despesas,-400.0
2016-05-04,Moletom (cartão),Vendas,100.0
2016-05-05,Lanchonete,Aluguel,7500.0
2016-05-06,Vanusa (2 dias + VT),Diaristas,-170.0
2016-05-06,Livraria,Aluguel,1100.0
2016-05-09,Banheiro Quimico,Eventos,-520.0
2016-05-10,Repasse (Março),Repasse Atlética,-2500.0
2016-05-10,2 Moletons,Vendas,200.0
2016-05-10,2 Moletons,Vendas,200.0
2016-05-10,Adriana (2 dias + VT),Diaristas,-165.2
2016-05-12,Vanusa (2 dias + VT),Diaristas,-170.0
2016-05-12,Xerox (Ref.MARÇO),Aluguel,1448.0
2016-05-13,Vale,Funcionário-Marivalda,-500.0
2016-05-13,Moletom (cartão),Vendas,100.0
2016-05-13,Escola de Aplicação,Doação,-200.0
2016-05-13,Camiseta (cartão),Vendas,20.0
2016-05-16,2 Camisetas + 5 canecas,Vendas,80.0
2016-05-17,Encontrado no antigo arquivo,Vendas,60.0
2016-05-17,Adriana (2 dias + VT),Diaristas,-165.2
2016-05-17,Portagem (cartaz),Compras,-15.0
2016-05-19,Café com quantum,Outras despesas,-46.81
2016-05-19,Comidas e bebidas,Eventos,-419.89
2016-05-19,Descartáveis,Eventos,-236.3
2016-05-20,Vanusa (2 dias + VT),Diaristas,-170.0
2016-05-23,Limpeza Festa 20/05/2016 (RESTANTE PGATO),Eventos,-30.0
2016-05-23,Moletom,Vendas,100.0
2016-05-23,Moletom,Vendas,100.0
2016-05-23,Moletom,Vendas,100.0
2016-05-23,Moletom (cartão),Vendas,100.0
2016-05-23,Moletom,Vendas,100.0
2016-05-23,Repasse (Abril),Repasse Atlética,-2290.0
2016-05-23,Moletons,Compras,-2635.0
2016-05-23,Repasse (Abril),Repasse Atlética,-500.0
2016-05-23,Moletom,Vendas,100.0
2016-05-23,Moletom (cartão),Vendas,100.0
2016-05-23,Moletom (cartão),Vendas,100.0
2016-05-23,Moletom,Vendas,100.0
2016-05-24,Supermercado do Padrão ,Compras,-107.13
2016-05-24,Adriana (2 dias + VT),Diaristas,-165.2
2016-05-24,Repasse (Maio),Repasse Cherateria,-250.0
2016-05-24,Panificadora Estrela ,Compras,-416.0
2016-05-25,Vanusa (2 dias + VT),Diaristas,-170.0
2016-05-25,Moletom,Vendas,100.0
2016-05-25,Aluguel Sitio (TIFE) ,Outras despesas,-2100.0
2016-05-25,Moletom (cartão),Vendas,100.0
2016-05-29,Repasse (Mensal+Semestral),Repasse Cherateria,-700.0
2016-05-31,Adriana (2 dias + VT),Diaristas,-165.2
2016-06-01,Lanches ,Compras,-140.0
2016-06-02,DARF,JB Contabilidade,-14.0
2016-06-02,FGTS,JB Contabilidade,-112.0
2016-06-02,JB Contabilidade,JB Contabilidade,-440.0
2016-06-02,GPS,JB Contabilidade,-501.2
2016-06-02,Salário,Funcionário-Marivalda,-1400.0
2016-06-03,Vanusa (3 dias + VT),Diaristas,-250.0
2016-06-06,Moletom,Vendas,115.0
2016-06-06,Material Limpeza,Material de Limpeza,-370.0
2016-06-07,Moletom (cartão),Vendas,115.0
2016-06-07,Livraria,Aluguel,1100.0
2016-06-07,Adriana (2 dias + VT),Diaristas,-165.2
2016-06-08,Moletom,Vendas,115.0
2016-06-08,Lanchonete,Aluguel,7500.0
2016-06-08,Comidas ,Compras,-270.0
2016-06-09,Moletom,Vendas,115.0
2016-06-09,Vanusa (2 dias + VT),Diaristas,-170.0
2016-06-09,Papelaria  ,Compras,-39.88
2016-06-09,Repasse (Maio),Repasse Atlética,-2000.0
2016-06-12,Leroy Merlin,Compras,-57.58
2016-06-14,Repasse (Maio),Repasse Atlética,-790.0
2016-06-14,Vale,Funcionário-Marivalda,-600.0
2016-06-14,Adriana (2 dias + VT),Diaristas,-165.2
2016-06-16,Vanusa (2 dias + VT),Diaristas,-170.0
2016-06-16,Moletom,Vendas,115.0
2016-06-20,Moletom (cartão),Vendas,115.0
2016-06-20,Moletom (cartão),Vendas,115.0
2016-06-21,Moletons,Compras,-1201.0
2016-06-21,Ultrafarma,Compras,-199.87
2016-06-21,Moletom (cartão),Vendas,115.0
2016-06-21,3 Camisetas,Vendas,60.0
2016-06-21,Adriana (2 dias + VT),Diaristas,-165.2
2016-06-21,Repasse (Junho),Repasse Atlética,-2500.0
2016-06-22,Moletom,Vendas,115.0
2016-06-23,Vanusa (2 dias + VT),Diaristas,-170.0
2016-06-24,Bebida,Vendas,12.0
2016-06-27,Movimento Negro,Doação,-200.0
2016-06-27,2 Moletons (cartão),Vendas,200.0
2016-06-28,Adriana (2 dias + VT),Diaristas,-165.2
2016-06-29,Carrefour (ban-aid + desodorante),Compras,-16.7
2016-06-30,Moletom + aluguel 3 microfones,Vendas,175.0
2016-06-30,Lanches ,Compras,-174.47
2016-07-01,Limpeza vidros (Janelas e Potas),Outras despesas,-50.0
2016-07-01,Vanusa (2 dias + VT),Diaristas,-170.0
2016-07-01,Mercado Violeta,Eventos,-1853.08
2016-07-01,Salário,Funcionário-Marivalda,-1400.0
2016-07-01,Xerox (Ref. (ABRIL),Aluguel,1448.0
2016-07-05,Material Limpeza,Material de Limpeza,-521.15
2016-07-05,DARF,JB Contabilidade,-14.0
2016-07-05,FGTS,JB Contabilidade,-112.0
2016-07-05,JB Contabilidade,JB Contabilidade,-440.0
2016-07-05,GPS,JB Contabilidade,-501.2
2016-07-05,Adriana (2 dias + VT),Diaristas,-165.2
2016-07-06,Livraria,Aluguel,1100.0
2016-07-07,Vanusa (2 dias + VT),Diaristas,-170.0
2016-07-08,Moletom (cartão),Vendas,100.0
2016-07-08,Camiseta,Vendas,20.0
2016-07-11,Moletons,Compras,-728.0
2016-07-12,Adriana (2 dias + VT),Diaristas,-170.0
2016-07-12,Camiseta + caneca + chaveiro (cartão),Vendas,30.0
2016-07-12,Camiseta + 5 canetas + caneca + chaveiro (cartão),Vendas,40.0
2016-07-12,Camiseta + 5 canetas + caneca (cartão),Vendas,35.0
2016-07-12,Camiseta + caneca (cartão),Vendas,25.0
2016-07-12,Camiseta + caneca (cartão),Vendas,25.0
2016-07-12,Camiseta + caneca ,Vendas,25.0
2016-07-14,Vanusa (2 dias + VT),Diaristas,-170.0
2016-07-14,Moletom,Vendas,115.0
2016-07-14,5 Chaveiros,Vendas,25.0
2016-07-14,Moletom,Vendas,115.0
2016-07-14,Moletom (cartão),Vendas,115.0
2016-07-14,Chaveiro,Vendas,5.0
2016-07-15,Vale,Funcionário-Marivalda,-600.0
2016-07-18,Lanchonete,Aluguel,5250.0
2016-07-18,Kalunga,Compras,-106.6
2016-07-19,Adriana (2 dias + VT),Diaristas,-160.0
2016-07-19,Moletom (cartão),Vendas,115.0
2016-07-20,Repasse Mensal (Julho),Repasse Cherateria,-250.0
2016-07-20,Site Cefisma (trimestral),Manutenção do Site,-210.0
2016-07-21,4 Chaveiros + caneca + 2 canetas (cartão),Vendas,29.0
2016-07-21,Chaveiro,Vendas,5.0
2016-07-22,Camiseta (cartão),Vendas,20.0
2016-07-22,Repasse (Junho),Repasse Atlética,-290.0
2016-07-22,Vanusa (2 dias + VT),Diaristas,-170.0
2016-07-25,Moletom + caneca (cartão),Vendas,120.0
2016-07-25,Camiseta + chaveiro ,Vendas,25.0
2016-07-25,Camiseta,Vendas,20.0
2016-07-26,Adriana (2 dias + VT),Diaristas,-165.2
2016-07-29,Vanusa (2 dias + VT),Diaristas,-170.0
2016-07-29,Moletom (cartão),Vendas,115.0
2016-07-29,Moletom (cartão),Vendas,115.0
2016-08-01,GPS,JB Contabilidade,-501.2
2016-08-01,JB Contabilidade,JB Contabilidade,-440.0
2016-08-01,Salário,Funcionário-Marivalda,-1324.41
2016-08-01,FGTS,JB Contabilidade,-112.0
2016-08-01,Xerox (Re. MAIO + JUNHO(com desc. 40%),Aluguel,1824.8
2016-08-01,DARF,JB Contabilidade,-14.0
2016-08-02,Adriana (2 dias + VT),Diaristas,-165.2
2016-08-03,Moletom + chaveiro + 2 canetas,Vendas,124.0
2016-08-03,Chaveiro + caneca (cartão),Vendas,10.0
2016-08-04,Vanusa (2 dias + VT),Diaristas,-170.0
2016-08-05,Material Limpeza,Material de Limpeza,-450.0
2016-08-05,Lanchonete,Aluguel,7100.0
2016-08-08,Livraria,Aluguel,1100.0
2016-08-08,Moletom (cartão),Vendas,115.0
2016-08-09,Adriana (2 dias + VT),Diaristas,-165.2
2016-08-09,2 Canecas,Vendas,10.0
2016-08-10,Banheiro Quimico,Eventos,-520.0
2016-08-11,Roldão,Eventos,-458.75
2016-08-11,Moletom,Vendas,110.0
2016-08-12,Vanusa (2 dias + VT),Diaristas,-170.0
2016-08-12,Iluminação som,Compras,-199.6
2016-08-16,2 Canecas,Vendas,10.0
2016-08-16,Adriana (2 dias + VT),Diaristas,-165.2
2016-08-17,Moletom,Vendas,115.0
2016-08-17,Moletom + camiseta + caneca (cartão),Vendas,140.0
2016-08-18,Repasse (julho),Repasse Atlética,-2500.0
2016-08-18,Vanusa (2 dias + VT),Diaristas,-170.0
2016-08-19,Repasse julho (restante),Repasse Atlética,-290.0
2016-08-22,Moletom (cartão),Vendas,115.0
2016-08-23,Adriana (2 dias + VT),Diaristas,-165.2
2016-08-25,Vanusa (2 dias + VT),Diaristas,-170.0
2016-08-26,Repasse Mensal (Agosto),Repasse Cherateria,-250.0
2016-08-30,Adriana (2 dias + VT),Diaristas,-170.0
2016-09-01,JB Contabilidade,JB Contabilidade,-440.0
2016-09-01,GPS,JB Contabilidade,-501.2
2016-09-01,Vanusa (2 dias + VT),Diaristas,-170.0
2016-09-01,Salário,Funcionário-Marivalda,-1269.07
2016-09-01,DARF,JB Contabilidade,-14.0
2016-09-01,FGTS,JB Contabilidade,-112.0
2016-09-05,Ultrafarma,Compras,-173.77
2016-09-06,Adriana (2 dias + VT),Diaristas,-160.0
2016-09-06,Material Limpeza,Material de Limpeza,-460.0
2016-09-08,Moletons,Compras,-930.0
2016-09-09,Vanusa (2 dias + VT),Diaristas,-170.0
