,word,word_count
2837,gênero,2
3582,chegando,2
2832,exagero,2
3521,membra,2
480,disciplinas,2
2826,atenção,2
3589,time,2
2822,cunho,2
481,internet,2
2819,comentários,2
2864,genocida,2
3551,notas,2
2872,enfrentamento,2
3545,levantamento,2
2889,reiteramos,2
2890,carinho,2
463,cobra,2
171,bateria,2
2898,assinaturas,2
2899,raciais,2
178,zanetic,2
185,tragam,2
3526,sbhc,2
3525,sbpc,2
3524,organizações,2
3522,fundadora,2
2908,negro,2
1841,queira,2
3260,tentaremos,2
1350,geralmente,2
959,possíveis,2
924,oriundos,2
1231,convocamos,2
1108,contar,2
4343,equipamentos,2
1107,novidades,2
35,estacionamento,2
4381,souber,2
842,bonita,2
4345,renato,2
1746,estimular,2
1745,mini,2
1074,informado,2
1612,matriculados,2
1321,trajetória,2
963,dada,2
1103,átomo,2
961,aplicação,2
1741,diretrizes,2
845,medula,2
1672,aprofundando,2
1673,1960,2
1611,estejam,2
4413,melhorar,2
850,compatível,2
887,bastante,2
1247,perfil,2
1735,disponíveis,2
1675,rizzutto,2
1733,apresentando,2
4599,lacrado,2
839,conte,2
1227,populares,2
1659,especiais,2
1351,considerado,2
1768,matão,2
1552,voto,2
1476,entanto,2
835,ligades,2
1013,acontecimentos,2
1349,série,2
1014,acabamos,2
4622,nascimento,2
1763,preparação,2
4410,alimentação,2
1761,diferencial,2
1346,sequer,2
4336,fonte,2
1226,cursinhos,2
1342,religioso,2
1468,alterar,2
1467,burocracias,2
1068,feitas,2
1016,confirmação,2
1757,pedagógico,2
1559,banquinhos,2
1115,convidado,2
1339,introduzir,2
1338,propondo,2
1337,básica,2
894,fala,2
1336,currículo,2
1732,continuada,2
956,logística,2
4683,constrangimento,2
1251,esquerda,2
1276,consolidação,2
1687,alves,2
1306,próprio,2
1277,frentes,2
1305,poemas,2
4360,controle,2
1689,triângulo,2
1713,investigação,2
1712,inovação,2
1444,wifi,2
1282,teatrais,2
1283,brasileiros,2
4637,müssnich,2
1690,mineiro,2
4635,lucas,2
4633,zeca,2
4420,atacá,2
930,expondo,2
1303,poesia,2
1709,recebemos,2
1023,livro,2
4363,institucional,2
1692,exatas,2
875,avise,2
1694,arqueológica,2
4366,interesses,2
4538,emoticons,2
4621,bruna,2
873,estiver,2
1604,representar,2
1686,angelina,2
1020,clube,2
1019,cine,2
1677,arqueometria,2
4525,cogitado,2
1435,perguntando,2
1255,sarau,2
1256,fome,2
1315,versão,2
885,ameaças,2
953,inclusão,2
1729,educadores,2
1258,comer,2
1312,canção,2
1451,motivo,2
1682,essencial,2
944,negros,2
1273,solano,2
1607,envolvam,2
4647,araujo,2
1584,privilégio,2
4431,veja,2
4645,suplente,2
1308,costumava,2
1725,oferece,2
4428,cola,2
32,bicicleta,2
1272,cultural,2
1723,profís,2
853,simples,2
1721,médio,2
1218,núcleo,2
1473,conduzir,2
4409,gastos,2
1188,trata,2
917,democrática,2
1179,coração,2
813,tentando,2
1400,globo,2
819,filhos,2
44,levou,2
907,gostariam,2
1184,permanente,2
820,jogo,2
73,conteúdos,2
1527,velha,2
1392,preliminar,2
1054,linux,2
4395,assalto,2
969,utilizar,2
1191,intervenção,2
1646,geografia,2
1627,esperamos,2
4308,perder,2
1056,deixem,2
1138,trilogia,2
1625,incorporar,2
1532,alas,2
1809,carmem,2
1486,reforma,2
1383,obrigadas,2
980,caminho,2
1402,noticia,2
4561,coruja,2
1047,gubitoso,2
1157,fita,2
1040,corredor,2
913,organizada,2
1832,lacrados,2
1509,lousa,2
1632,burocratas,2
1417,poderá,2
1035,demorou,2
809,pertinente,2
990,único,2
1826,divulgado,2
1512,colocadas,2
1045,marco,2
1046,dimas,2
4403,diretório,2
1408,mudanças,2
4714,cesta,2
4401,perguntas,2
1498,2013,2
910,incapazes,2
4482,aceitando,2
1034,graça,2
4560,morro,2
1494,atender,2
4302,marcus,2
977,adesão,2
1811,feusp,2
874,interessado,2
1356,deveria,2
831,nível,2
825,preço,2
1479,ganhar,2
1541,motivos,2
65,chamada,2
1210,912623465451700,2
4325,informou,2
42,impediu,2
1483,antiga,2
1062,convidando,2
1362,detalhado,2
4689,mercado,2
1793,alesp,2
1129,ficção,2
1654,obras,2
4588,desocupe,2
1545,continuarão,2
826,permite,2
1009,canais,2
922,reserva,2
1422,digital,2
4321,show,2
4583,desocupado,2
1208,longo,2
1539,realmente,2
4690,desafios,2
1780,index,2
1800,apoiar,2
895,elaborada,2
4467,idade,2
1801,associação,2
1799,conhecer,2
1211,inscrevam,2
4556,alcoólica,1
4555,bebida,1
3557,mantidos,1
3550,fornecendo,1
3549,solicitamos,1
3558,sigilosos,1
3584,comemorar,1
4548,levantados,1
4539,fofos,1
3606,acabar,1
4547,melhorias,1
3552,comparar,1
4550,caneta,1
3608,concordem,1
3607,climão,1
3556,salientar,1
4549,melhoria,1
3553,desempenhos,1
3587,acompanhamos,1
4552,pediremos,1
3583,junina,1
3585,temática,1
168,true,1
3586,entretanto,1
3574,foco,1
3605,conversar,1
3570,webform,1
3593,sugerido,1
3580,quartas,1
3566,jupiterweb,1
3567,acompanhamentos,1
3592,alegavam,1
3579,segundas,1
4543,tiverem,1
4541,desativação,1
3560,consultar,1
3578,compilar,1
3577,mexer,1
4542,pronto,1
3571,sobe,1
3591,notificada,1
4553,dificuldade,1
3576,instalar,1
3565,acessando,1
4554,comercialização,1
3594,optasse,1
3564,classificação,1
3604,alegre,1
3588,desentendimentos,1
3603,ouvidxs,1
3573,mac0115,1
3602,apropriação,1
4546,liberar,1
3561,sistemasenem2,1
167,edit_requested,1
4540,futura,1
3599,entendidos,1
3590,rugby,1
3598,restaram,1
3562,inep,1
3595,administrar,1
3563,resultadosenem,1
3581,posativavozativa,1
3641,passou,1
3609,entendam,1
4509,alicerce,1
141,datas,1
3702,começando,1
3703,extraordinária,1
3704,rediscutidos,1
3705,moção,1
140,reserve,1
3711,vera,1
3712,bohomoletz,1
3713,antônio,1
3714,figueiredo,1
4508,obedecer,1
3715,nestor,1
3716,caticha,1
3717,cristiano,1
3718,mattos,1
3699,congressoplf,1
4510,arrocho,1
3680,chauí,1
3697,ferreira,1
3682,principiantes,1
3684,club,1
3685,gratuito,1
3687,apartamento,1
4512,remunerados,1
3688,dorms,1
3689,ótimo,1
3690,anunciá,1
3691,grato,1
4511,salarial,1
3692,eduardo,1
3693,dificulta,1
3694,chegada,1
3695,informaremos,1
3696,leal,1
4507,fapesp,1
4506,bolsa,1
4505,recebem,1
4504,1800,1
3734,questionário,1
139,certificado,1
4496,entrassem,1
3736,voltem,1
3737,defender,1
3738,aquilo,1
3739,esquema,1
3740,vazou,1
3741,áudio,1
138,obtenção,1
3743,declarar,1
4495,abrisse,1
137,pares,1
3745,usando,1
3746,boatos,1
3733,respondam,1
4497,dependem,1
3732,mobilizada,1
3725,redonda,1
4503,pagando,1
3720,esperava,1
3721,vive,1
22,representem,1
3723,17h30,1
3724,19h30,1
3726,convidadas,1
4498,talvez,1
3727,deveres,1
3728,carinhosamente,1
3729,sindicâncias,1
4501,contratar,1
4500,abrirem,1
4499,tenham,1
4513,constituição,1
4514,inflação,1
3610,respeitem,1
3628,18h30,1
3633,andar,1
3634,gratuitas,1
3635,sandra,1
3636,ssantos,1
3637,cedem,1
4530,nega,1
3639,percam,1
4529,gastou,1
151,sumaré,1
3547,sisu,1
4528,acreditar,1
3642,tamanho,1
4527,auditoria,1
4526,contas,1
4524,serve,1
4531,conceder,1
4532,tantas,1
3679,marilena,1
4533,falaremos,1
3611,conveniente,1
3612,muitxs,1
4537,faltaram,1
3613,razoável,1
3614,conciliar,1
4536,auxílios,1
4535,recapitular,1
4534,ficamos,1
165,1mnsrsgaj81ajlezykzb2g0b4cfmovrqe46hdmwjdsde,1
3619,acompanhe,1
3620,channel,1
3621,ucfzh77ttbt9lc5ffpvlqelg,1
3622,mario,1
3623,cientista,1
3625,memória,1
4523,conviveu,1
3645,colaboradores,1
3646,sábados,1
148,azul,1
4518,zoologia,1
4517,privatização,1
3665,excludente,1
3666,soltamos,1
3667,infos,1
3668,photo,1
3669,fbid,1
3670,1005477439463694,1
4516,somado,1
3672,440697006094380,1
4515,administrativos,1
3675,notif_t,1
3676,page_wall,1
3677,poderiam,1
3678,gentileza,1
4519,respectivas,1
3662,reforça,1
4520,áreas,1
4522,confiança,1
3648,apropuc,1
3649,gentilmente,1
3650,abriu,1
3651,detalhe,1
3652,incluve,1
3653,portarias,1
3654,expresso,1
3661,avisados,1
3655,dito,1
3656,permissão,1
4521,somados,1
3658,deixamos,1
3659,imensa,1
3660,indignação,1
3548,razão,1
4290,segurem,1
3546,eventual,1
3358,linhas,1
3353,atacam,1
3354,envolva,1
4685,elaborar,1
4684,planejamos,1
4682,pautem,1
3357,noturnos,1
300,gravado,1
3350,contrária,1
299,roubados,1
3361,referência,1
298,pixados,1
3363,médica,1
3364,psicológica,1
4681,proporemos,1
3351,invés,1
3349,marcaremos,1
3333,utiliza,1
3339,desprezível,1
4688,recorrente,1
4687,ocorrência,1
305,fortemente,1
3337,deliberaram,1
3338,endereçadas,1
4686,eficiente,1
3340,blogueiro,1
304,repudiamos,1
3341,menina,1
3342,exigência,1
3343,posicione,1
3344,ponha,1
3345,institucionalizado,1
3346,efetivas,1
3365,jurídica,1
3366,efetivo,1
3367,treinamento,1
4667,igor,1
295,rasgados,1
4672,relevantes,1
4671,aguero,1
4670,fioretto,1
4669,natasha,1
4668,konieczniak,1
4666,experimental,1
3368,adequado,1
294,indiscriminadamente,1
4665,campopiano,1
4664,flávio,1
4663,mecânica,1
4662,arcinegas,1
4661,gonzález,1
4673,ocorridos,1
4674,delyra,1
4675,recomendamos,1
4676,ouvidoria,1
4677,bach,1
4678,reclamação,1
3379,fortes,1
3378,sairmos,1
3377,concentraremos,1
296,derrubados,1
3374,construindo,1
297,pisoteados,1
3372,vozes,1
4680,marcar,1
3371,somar,1
3370,prevenção,1
3369,guarda,1
3334,superexplorar,1
4691,palestrante,1
4557,judiciais,1
4711,prévia,1
3279,esquecidos,1
3280,vindo,1
3282,frequência,1
4713,qljfvod8y8,1
3284,conivente,1
4712,1prv2tpyjyrhpvrmyq0luytsszjwhhm9ddddvubhqcza,1
4710,divulgou,1
4715,rodman,1
3287,penalizando,1
3288,respostas,1
4709,jantar,1
3290,respondem,1
4708,11377,1
3292,2014,1
3278,ficavam,1
4716,ganhadores,1
3331,agentes,1
3268,passam,1
331,manifestarem,1
4719,chegarem,1
3264,votou,1
3265,destacar,1
4718,dividir,1
329,defendemos,1
3269,temem,1
3277,conquistada,1
327,intituto,1
3271,manifesto,1
325,negados,1
4717,prêmio,1
3274,param,1
3275,aparecer,1
4707,9805,1
4706,download,1
3294,veio,1
3321,cerceiem,1
4696,franca,1
4695,humanos,1
3317,diminuíram,1
3318,aumentaram,1
3319,tampouco,1
3320,aceitaremos,1
4694,pesquisadora,1
4705,article,1
3323,apoiaremos,1
4693,peticov,1
3327,escamotear,1
4692,glaucimar,1
3328,tirando,1
3329,perspectiva,1
3314,alvos,1
308,acreditarmos,1
3312,significa,1
3311,assuma,1
4697,transmissão,1
4698,iptv,1
3308,punidas,1
3306,suporte,1
4699,carissimes,1
318,minoritários,1
3303,naturalizada,1
3302,pronuncia,1
4700,sairam,1
4701,eleicoes,1
4702,freire,1
3298,publica,1
4703,revistas,1
289,libra,1
4660,andrés,1
4659,carlos,1
4589,donos,1
210,comando,1
4494,imaginem,1
206,expor,1
4593,contatem,1
4592,ocupados,1
4590,ocupá,1
3499,902836,1
4594,peçam,1
4587,permanecido,1
4586,desocupem,1
4585,arrombemos,1
4584,contate,1
4582,ocupavam,1
4581,avisando,1
211,comandodegreveif,1
4595,deslacrado,1
3401,atenham,1
4604,pleno,1
4611,sugiram,1
4610,psíquico,1
4609,opressões,1
4607,iavelberg,1
4606,iara,1
4605,caii,1
4603,média,1
4596,anotado,1
4602,arrombado,1
4601,senão,1
4600,avisarem,1
4598,peguem,1
3484,902653,1
4597,pertence,1
4580,porta,1
4579,bilhete,1
4578,apossar,1
3537,gravados,1
4559,continuação,1
4558,poderiamos,1
3533,intuitos,1
3534,vantagens,1
3535,gravação,1
3536,pedaços,1
3538,aproximadamente,1
4577,compareça,1
3539,zgyyjx7qp0c,1
3540,hlc3ry1tvj0,1
3541,x4wshirtieq,1
3542,colaborem,1
3543,solicitou,1
3544,faça,1
3530,idealizada,1
3527,1144403,1
4562,concluimos,1
4563,complicado,1
4564,dependeriamos,1
4565,abstenções,1
4567,pesquisas,1
4568,reajuste,1
4569,falado,1
4570,considerados,1
4571,fila,1
4572,escrever,1
190,1084825094909298,1
4573,julio,1
4574,perguntado,1
19,tomarmos,1
4576,asterisco,1
219,cerca,1
4612,ipusp,1
4613,estruturais,1
3421,homenageadas,1
4651,vinicius,1
4650,itaboraí,1
4649,vitor,1
4648,lima,1
3420,escolhendo,1
4646,caique,1
3422,comentário,1
273,volume,1
4644,leopoldo,1
3423,colocando,1
4643,mendes,1
276,contratados,1
275,diminuição,1
4642,walter,1
4652,lemes,1
3417,damos,1
3416,legítimo,1
4653,henrique,1
3415,torne,1
3414,refiram,1
4654,josé,1
3413,reconheçam,1
3412,dessas,1
3411,correremos,1
3410,oficialmente,1
4655,correia,1
4656,zanoli,1
4657,fernanda,1
3405,divulgada,1
4658,resende,1
279,depredação,1
4641,fontes,1
268,pracarização,1
4614,faculdades,1
236,péssimas,1
4620,cartaz,1
247,manifestaram,1
4619,concorrer,1
4618,beijoooooooooos,1
4617,venhaaaaaaaaam,1
238,bandejaço,1
234,trabalhando,1
263,bandeijões,1
233,sobrecarregados,1
4616,genteeeeeeeeee,1
229,funcionarão,1
4615,abertamente,1
3463,903150,1
222,delibera,1
4623,leonardo,1
4624,bitencourt,1
4625,vetritti,1
4626,luísa,1
250,relacionados,1
4627,gomes,1
4628,buzzo,1
4629,afeche,1
4630,renata,1
4631,biaggi,1
4632,biazzi,1
4634,carvalho,1
261,rechaçada,1
4638,domeneguetti,1
4639,daniel,1
4640,trugillo,1
262,superlotação,1
3747,táticas,1
4469,atacando,1
3748,desmoralizar,1
4356,propôs,1
4104,thiago,1
4105,hartz,1
4106,reinaldo,1
4107,melo,1
4108,souza,1
4109,repensando,1
4110,causalidade,1
4355,garantiu,1
4111,reação,1
4112,radiação,1
4113,roseny,1
4114,lisboa,1
4115,concepções,1
4116,filosóficas,1
4117,visões,1
4103,índia,1
4357,utilizada,1
4362,maneiras,1
4102,nyaya,1
4088,natureza,1
4089,william,1
4090,ananias,1
4091,reducionismo,1
4092,ontológico,1
4093,anderson,1
4361,manter,1
4094,aspectos,1
99,chave,1
4359,regularizar,1
4097,topológica,1
4358,aprovou,1
4099,lincoln,1
4100,zacconi,1
4101,vaisesika,1
4354,obtido,1
4118,giuseppe,1
4119,occhiallini,1
4120,bate,1
4140,kits,1
4350,apontava,1
4141,robóticas,1
4142,ferramentas,1
4143,manuais,1
4349,sanitária,1
4144,ajudando,1
4145,gosto,1
4146,ciencias,1
4147,conheça,1
4348,vigilância,1
4148,entrando,1
4149,casademakers,1
4347,enviou,1
4150,pagina,1
4139,arduinos,1
4137,impressoras,1
4351,aprovava,1
4128,desenvolvidos,1
4121,papo,1
4122,selecionando,1
98,peça,1
4353,cedia,1
4125,trabalhamos,1
4127,massa,1
4129,construímos,1
4135,junte,1
4130,conceitos,1
4131,científicos,1
4132,contemplados,1
4352,anulou,1
4133,acredita,1
4134,criativa,1
4087,historicidade,1
4086,estendida,1
4346,jardim,1
4039,velocidade,1
4040,incrível,1
4041,conquistaram,1
4042,ganham,1
4043,progressiva,1
4044,derrubar,1
4045,antidemocráticas,1
4384,photos,1
4046,mídia,1
4047,tentativas,1
4380,meucantodeguerradce2016,1
4048,deslegitimar,1
54,avisem,1
4377,levanteeluteusp,1
4049,provam,1
4050,certo,1
4385,738072572969597,1
4386,1073741830,1
4085,transição,1
4387,718142488295939,1
4025,horizontalidade,1
4026,saudações,1
4027,lutadoras,1
4028,ponta,1
4029,lança,1
4030,organicidade,1
4031,verdadeira,1
4032,teorizam,1
4389,1713620898881784,1
110,atua,1
4034,sectários,1
4388,835108119932708,1
4035,governistas,1
4036,motriz,1
108,desenvolvidas,1
4051,autogestão,1
4052,deixando,1
4376,informem,1
4055,imagine,1
4072,contribuído,1
4073,560471347435904,1
4075,físcas,1
4369,existindo,1
4078,renner,1
4079,progresso,1
4080,tecnológico,1
4081,metodologia,1
4368,continue,1
4367,precisaremos,1
4082,lakatos,1
4365,preservar,1
4364,opôs,1
4083,victor,1
4084,organismo,1
4071,geraçoes,1
4070,contribuindo,1
4069,teórica,1
4062,levarão,1
4056,farão,1
4057,defenderemos,1
4058,saída,1
4375,olhem,1
4061,ativessem,1
4374,páginas,1
62,pichação,1
4370,continuaria,1
4063,institucionalmente,1
4372,organizem,1
4066,braga,1
4067,1989,1
4068,ministrou,1
4371,passariam,1
4151,face,1
4155,química,1
4024,guerreiros,1
4238,passividade,1
4307,terrorista,1
4240,arquivados,1
4241,conviver,1
93,visitantes,1
4243,denúncia,1
4244,relatados,1
4245,acobertamento,1
4246,desencorajando,1
4247,prestarem,1
4248,queixas,1
4249,culpabilizá,1
4304,apoiamos,1
4250,violências,1
4251,sofridas,1
4253,reivindicam,1
4239,acabam,1
4237,dependências,1
4222,valorizam,1
4236,estopim,1
4314,banda,1
4313,18h00,1
4225,inversão,1
4312,1144513345599495,1
4226,prioridades,1
4227,aconteça,1
4311,interessem,1
4310,consequentemente,1
4228,cancelas,1
4229,relega,1
4230,apertado,1
4231,perigoso,1
4233,superintendência,1
4234,tirada,1
4235,residencial,1
4254,melhoras,1
4255,impossibilita,1
4256,prosseguirem,1
4257,acadêmica,1
4273,infográficos,1
4298,vínculo,1
4297,aparentemente,1
4296,hacker,1
4276,vencedora,1
4278,quórum,1
4295,editado,1
4281,concorreram,1
4294,mudam,1
87,mudança,1
86,passando,1
4293,constelações,1
4292,passem,1
84,mediação,1
4291,mouse,1
4300,havíamos,1
4272,ln80w,1
4271,k7qip,1
4262,postergar,1
4258,combatido,1
4303,postada,1
4259,baixas,1
4260,limitando,1
4261,restaurantes,1
4301,traduzindo,1
4263,apoia,1
4270,nicodemus,1
4264,batendo,1
4265,repudia,1
4266,reinvidicadas,1
4267,passará,1
4268,preze,1
4269,eron,1
4223,cicloviário,1
4221,apresentada,1
4344,histórico,1
4173,requisitos_basicos_para_do,1
4175,50kg,1
4337,consiste,1
4176,comidas,1
4177,gordurosas,1
4180,alimentado,1
4335,perderia,1
4181,resfriadas,1
4334,fechados,1
4182,aguardar,1
4183,desaparecimento,1
4184,sintomas,1
4185,doarem,1
4186,tatuagem,1
4187,ingeriram,1
4188,alcoólicas,1
4174,pesar,1
4172,prosangue,1
4220,motos,1
4171,necessitam,1
4157,bloco,1
4158,térreo,1
4160,participarão,1
4341,poofs,1
4161,traga,1
4340,colchonete,1
4163,foto,1
4164,carteira,1
4165,habilitação,1
4339,financeira,1
4166,saúde,1
4167,descansado,1
4168,dormido,1
4338,utilizado,1
4169,últimas,1
4333,alugar,1
4332,metade,1
4331,licitatório,1
4190,hepatite,1
4209,proibindo,1
4320,tocar,1
4210,lamentável,1
4211,mínima,1
4212,antecedência,1
4319,espanhol,1
4318,cubanas,1
4214,alternativa,1
4317,músicas,1
4215,segura,1
4316,cantando,1
4315,francesa,1
4217,existem,1
4218,soluções,1
4219,bicicletário,1
4322,internacional,1
4208,afixados,1
4207,encontramos,1
4196,lineu,1
4330,tomaria,1
4191,malária,1
4192,aids,1
4329,negado,1
4193,doença,1
4194,cafb,1
4197,prestes,1
4323,curtirem,1
4328,regulamentava,1
4200,oito,1
4326,tramitava,1
4201,previstos,1
4203,mandadas,1
4204,cópia,1
51,bike,1
49,souberem,1
3749,claramente,1
3824,femininos,1
3826,subindo,1
3827,listagem,1
3828,localização,1
3829,fusiontables,1
3830,datasource,1
3831,docid,1
3832,1ru3hf_c1b5rdcr3dfroz8z4vg2i_81ror_f8r2ni,1
3833,rows,1
4450,regulamento,1
3835,cheio,1
3836,boicote,1
3837,saresp,1
3838,recepcionarmos,1
3839,calorosamente,1
3840,cobrar,1
3825,artísticos,1
3823,reconhecimento,1
3815,cinema,1
3822,espectadoras,1
3816,intervenções,1
4461,cortada,1
3817,ambiente,1
3818,compartilhamento,1
4460,compravam,1
4459,distribuíam,1
4457,núcleos,1
3819,integração,1
3820,artistas,1
4456,prejudicada,1
4455,influencia,1
4454,iniciação,1
4452,cortado,1
4451,proibido,1
3821,ativistas,1
4449,ganhando,1
3841,umas,1
4448,monitor,1
4447,faltam,1
4439,escolhidas,1
4438,cortar,1
123,refletir,1
4437,cursariam,1
4436,passaram,1
4435,acontecido,1
4434,deveras,1
3865,resistiram,1
3866,construíram,1
4433,argumentos,1
3867,pouca,1
4432,escute,1
3870,comida,1
31,furto,1
3871,cobertores,1
3860,proximidades,1
4440,optativas,1
3858,mora,1
4444,classes,1
4445,reduzido,1
3844,veterinária,1
3845,lindo,1
127,experiência,1
3847,unidos,1
3849,péssimo,1
3852,segundamente,1
3857,recado,1
3853,politizades,1
3854,combatives,1
4443,juntadas,1
3855,sambam,1
4442,diurno,1
4441,turmas,1
4462,relatórios,1
3814,shows,1
3874,tintas,1
3765,criancinhas,1
4484,each,1
3767,aspecto,1
3768,capitalista,1
4483,quarto,1
3770,cartinha,1
4481,tretas,1
3771,apadrinhem,1
4480,altas,1
3772,roupas,1
4479,aventura,1
3773,delas,1
3774,pedem,1
3775,roupinhas,1
3776,sobrinhos,1
4478,afetando,1
4485,ameaçada,1
3764,presentinhos,1
3813,dança,1
4486,lembra,1
3750,privatizar,1
4493,capacidade,1
3752,darmos,1
4492,abrem,1
3754,obhf0b,1
4491,desenvolvendo,1
3756,toba,1
4490,spoilers,1
4489,recebeu,1
3758,enchendo,1
4488,saírem,1
3759,correios,1
3760,lançaram,1
4487,trabalhoso,1
3762,cartinhas,1
3777,irmãos,1
3778,consegue,1
4477,conteseno,1
4476,servirão,1
3796,stephano,1
4466,garantia,1
3798,aeeeeee,1
3799,aeee,1
3801,sorte,1
3802,retirarem,1
4465,recebendo,1
3806,gratuita,1
4464,esperanças,1
3807,englobará,1
4463,depositou,1
3808,manifestações,1
3809,artísticas,1
3810,femininas,1
3812,música,1
3795,laura,1
3794,felizardos,1
3793,sortudos,1
3787,grandioso,1
3780,pegar,1
3782,zona,1
3783,leste,1
3784,conselheiro,1
3785,carrão,1
4474,sobra,1
3788,guia,1
4288,hackearam,1
4473,puts,1
4472,recapitulando,1
4471,revistos,1
3789,mochileiro,1
4470,contrato,1
3791,salmão,1
4429,pedago,1
4426,acontecerão,1
4023,parabenizamos,1
3969,ligados,1
3971,implementada,1
4404,concorrendo,1
3972,vinte,1
3973,segregar,1
3974,existência,1
3976,trabalhadora,1
3977,fazemos,1
3978,fortaleçam,1
3979,auxiliem,1
3980,produtos,1
3981,papelaria,1
4402,plenário,1
3983,conseguiremos,1
3985,instâncias,1
3986,deixaremos,1
3970,privatista,1
3968,impede,1
3952,mural,1
3967,privilegiada,1
4406,seguintes,1
3954,capital,1
4405,interessadas,1
3955,declara,1
3956,investidas,1
3957,criminoso,1
3958,arbitrariamente,1
3959,dezenas,1
3960,básico,1
3961,secundarista,1
3962,trinta,1
3963,ativo,1
3964,forte,1
3965,derrotar,1
3966,mercadoria,1
3987,aproveitamos,1
3988,repudiar,1
3989,contente,1
3990,assassinar,1
4396,assaito,1
4009,autoritário,1
4010,perseguição,1
4011,lutadores,1
47,jaguaré,1
4393,todasasmaos,1
4014,rebele,1
4015,avanços,1
4016,setores,1
4017,conservadores,1
4018,classismo,1
4019,burguês,1
4392,reviravoltanausp,1
4021,engajamento,1
4022,dialogando,1
4397,125281207870434,1
4008,violento,1
4007,demonstra,1
3997,filho,1
3991,reprime,1
3992,chegamos,1
4400,chapaa,1
4399,1583428501948050,1
3994,aquele,1
3996,irrisório,1
3998,desassistido,1
4006,ostensiva,1
3999,orgulha,1
4000,agredir,1
4001,reprimir,1
4002,brutalmente,1
4003,sitiados,1
4004,desproporcional,1
3953,membro,1
3951,abertos,1
3876,negligente,1
3890,quorum,1
3892,contemplar,1
4417,recarga,1
3894,incentivamos,1
4416,interior,1
3895,mobilizem,1
3897,senhora,1
4415,abrangidos,1
3898,assunção,1
3900,paralelo,1
3901,corifeu,1
4414,normalmente,1
3902,shopping,1
3903,vital,1
3904,brazil,1
3905,resistir,1
3891,hábil,1
3889,entraremos,1
3950,lembramos,1
4418,divido,1
3877,governado,1
3878,ricos,1
3879,instaurou,1
3880,caótica,1
4425,vale,1
4424,chegaria,1
4423,posts,1
4422,212486915789692,1
4421,vamo,1
3884,aulão,1
3885,voluntáries,1
3886,mandar,1
3887,rápido,1
4419,plateia,1
3888,comentar,1
3906,cair,1
3908,prestigiar,1
3910,tops,1
3911,tucanistão,1
3932,querido,1
3933,chegará,1
3934,perca,1
3935,comparsas,1
3936,926315220783411,1
3937,hugs,1
3938,bison,1
4407,investimentos,1
3942,cobrado,1
3943,emprestados,1
3945,determinamos,1
3946,cumprido,1
3947,devida,1
3948,firmeza,1
3949,desculpamos,1
3931,tomates,1
3930,ovos,1
3929,alto,1
3919,reunirão,1
3912,estrela,1
3915,fmvz,1
3916,confirmados,1
3917,cerimônia,1
3918,inimigos,1
4411,monitorias,1
3920,proibir,1
3927,bravamente,1
3921,defende,1
3922,hegemonia,1
3923,provado,1
3924,inimigo,1
3925,verdadeiramente,1
3926,adversário,1
4038,aumenta,1
439,problemático,1
3258,exemplos,1
754,explicado,1
1901,provisório,1
758,adequação,1
1903,vaga,1
1904,efeitva,1
1906,requisitos,1
757,aprovada,1
1909,indisponibilizando,1
1910,consigo,1
1912,disponho,1
1899,ocupacação,1
1914,anfitrião,1
1915,consiga,1
1916,9855,1
1917,2060,1
1919,agradeco,1
1922,embaixo,1
1923,escrito,1
1925,quiser,1
1900,alojamento,1
1897,hospedar,1
1863,apareça,1
773,continuidade,1
1865,quintas,1
1868,vindas,1
1869,aparecerem,1
1870,lindes,1
1872,arrecadação,1
1873,aproveitem,1
1874,começo,1
1877,urgente,1
1880,origem,1
760,educadoras,1
1881,70km,1
772,inviabiliza,1
1884,cursarei,1
770,reduz,1
1887,termina,1
767,ilegal,1
1893,percurso,1
762,infantil,1
1926,voluntariar,1
1928,fundada,1
1929,tocada,1
727,prejudicando,1
1976,visou,1
1977,protestar,1
739,funcionária,1
736,afetadas,1
734,filhes,1
1986,unitária,1
1990,manifestação,1
730,estudam,1
726,vetada,1
1930,voluntariamente,1
1997,controlado,1
1998,deixava,1
1999,isolada,1
2001,cordão,1
2004,cercados,1
2007,caldeirão,1
2008,sensação,1
2009,totalmente,1
1975,ciclista,1
1973,tarifa,1
741,assinem,1
1963,pref,1
1931,pretende,1
1933,parcerias,1
1935,baixa,1
749,diretiva,1
1940,problematize,1
1943,vigente,1
1944,possibilitando,1
748,informação,1
1948,arquivo,1
1949,contém,1
1951,constantemente,1
1955,perguntem,1
1957,cursinhodafflch,1
744,rolarão,1
1959,document,1
1960,11ytoldrybdkw5ubroqj60op3oxlavwsgv_6o4qa,1
1962,mobilebasic,1
1864,terças,1
775,associações,1
3257,apresentar,1
1783,considera,1
1760,atuando,1
1762,tratando,1
1765,serviço,1
833,apoiem,1
1769,travessa,1
1772,05508,1
832,curtam,1
829,integral,1
827,mantenhamos,1
1758,intercâmbio,1
1785,valorize,1
1786,promova,1
1787,igualdade,1
1790,agir,1
824,dobre,1
1792,legislativa,1
1794,define,1
1795,metas,1
837,iniciatiava,1
838,precisar,1
776,prepararam,1
1734,tornando,1
860,testes,1
1719,interunidades,1
856,tirarão,1
1726,atuam,1
1727,preparam,1
1728,docência,1
1730,elementos,1
1731,inicial,1
846,óssea,1
1755,propiciar,1
